location_name,country,latitude,longitude,temperature_celsius,humidity,wind_kph,uv_index,apparent_temp_c,pressure_mb,air_quality_us-epa-index,air_quality_PM2.5,ed_score,ed_category,anomaly_score,anomaly_sources,is_anomaly
Kuwait City,Kuwait,29.3667,47.96,40.2,16,13.3,8.9,40.6,1010.0,4,96.57,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Doha,Qatar,25.2867,51.5333,34.2,34,17.3,10.7,34.2,1007.0,4,80.29,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,33.3,59,12.2,8.7,38.0,1010.0,4,127.55,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,31.1,17,22.3,3.4,31.1,1010.0,4,92.15,95.35858798735512,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,37.2,31,9.0,4.9,37.2,1005.0,4,99.9,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,37.3,42,3.6,6.0,37.3,996.0,4,105.82,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,29.0,31,13.0,2.2,29.0,998.0,4,99.715,84.4977344573235,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,37.0,14,24.8,6.4,37.0,1008.0,4,104.895,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,39.9,11,4.7,8.5,40.8,1009.0,4,124.875,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Seoul,South Korea,37.5664,126.9997,27.2,70,4.0,0.7,29.5,1003.0,4,143.005,86.76622760800842,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ban Lom,Vietnam,21.1333,104.7,32.5,30,6.5,1.7,32.5,1009.0,4,131.35,94.73112047769582,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,33.4,8,27.4,9.1,33.4,1010.0,4,133.015,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,35.3,8,32.0,11.0,35.3,1013.0,6,312.65,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,48.2,7,34.6,8.7,50.2,1000.0,4,129.13,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nan,Thailand,18.7833,100.7833,37.1,37,13.0,1.6,37.1,1006.0,4,113.22,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,37.3,11,9.4,5.3,37.3,1011.0,4,133.94,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,47.2,5,32.4,10.9,49.2,998.0,5,182.595,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,37.3,9,22.0,6.6,37.3,1010.0,4,105.82,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Moscow,Russia,55.7522,37.6156,-19.0,84,3.6,0.2,-19.0,1025.0,4,67.85,76.39041095890411,ED_VERY_DANGEROUS,3,"stat_temperature_celsius, context_high_ed_low_comp, ml_isolated_forest",True
Ottawa,Canada,45.4167,-75.7,-25.0,63,4.0,0.0,-25.0,1038.0,1,14.05,32.5,ED_MODERATE_SAFE,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Chi Chi Khvar,Iran,36.2625,46.59,29.3,9,33.5,12.5,29.3,1006.0,4,89.17,98.46438356164384,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,43.2,4,15.1,10.8,44.9,1007.0,5,214.97,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Ottawa,Canada,45.4167,-75.7,-23.8,57,13.0,0.0,-23.8,1033.0,1,2.55,38.33407895101545,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,35.7,16,25.2,11.5,35.7,1007.0,5,151.7,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,34.4,10,18.7,8.5,34.4,1010.0,4,115.07,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,36.4,9,14.0,11.1,36.4,1014.0,5,182.225,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Hanoi,Vietnam,21.0333,105.85,35.0,63,8.3,2.8,45.3,1003.0,4,81.4,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,37.1,8,5.4,5.4,37.1,1012.0,4,108.965,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Islamabad,Pakistan,33.7,73.1667,33.7,53,5.4,8.9,39.2,1002.0,4,93.98,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,36.1,14,5.8,7.9,36.1,1009.0,4,86.765,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Hanoi,Vietnam,21.0333,105.85,36.4,60,4.3,4.6,43.3,999.0,4,103.23,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,33.3,12,20.9,6.0,33.3,1010.0,4,101.01,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Astana,Kazakhstan,51.1811,71.4278,-20.9,84,14.4,0.9,-20.9,1027.0,1,12.15,36.65761567106744,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,34.0,9,27.4,11.2,34.0,1009.0,4,115.44,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Hanoi,Vietnam,21.0333,105.85,34.3,67,3.6,2.5,41.8,1003.0,4,79.735,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Manama,Bahrain,26.2361,50.5831,38.2,54,26.6,7.9,40.2,1002.0,4,120.25,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nan,Thailand,18.7833,100.7833,35.0,44,6.8,0.5,37.0,1009.0,4,138.195,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,41.2,6,25.2,10.2,41.7,1005.0,6,322.27,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Yangon,Myanmar,16.7833,96.1667,37.2,51,12.2,1.3,38.2,1010.0,4,131.72,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,32.9,26,3.6,9.4,33.3,1015.0,4,108.78,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ulaanbaatar,Mongolia,47.9167,106.9167,-29.8,56,6.5,0.6,-29.8,1029.0,1,9.15,43.0225933933699,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Moscow,Russia,55.7522,37.6156,-14.6,85,7.6,0.2,-14.6,1042.0,2,39.85,40.57546707298622,ED_CAUTION,3,"stat_temperature_celsius, stat_pressure_mb, ml_isolated_forest",True
New Delhi,India,28.6,77.2,39.1,15,5.8,5.5,39.1,1010.0,4,129.13,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Minsk,Belarus,53.9,27.5667,-20.7,77,9.4,0.0,-20.7,1030.0,2,16.75,46.40241901616126,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,32.1,8,18.7,10.1,32.1,1012.0,4,78.995,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,42.2,5,23.0,9.8,43.3,1003.0,6,314.5,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Minsk,Belarus,53.9,27.5667,-23.9,76,3.6,0.1,-23.9,1019.0,2,33.35,45.319384835479255,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Warsaw,Poland,52.25,21.0,-12.7,92,6.8,0.0,-12.7,1017.0,4,93.15,75.57958924148423,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ban Lom,Vietnam,21.1333,104.7,35.8,29,9.0,1.4,36.2,1004.0,4,121.545,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,39.1,16,3.6,6.0,39.1,1008.0,4,137.455,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,41.2,5,22.3,10.2,41.7,1004.0,6,333.37,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Islamabad,Pakistan,33.7,73.1667,43.0,11,14.8,7.6,44.6,999.0,4,99.345,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,33.5,25,11.9,10.5,33.5,1008.0,4,105.82,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,32.5,8,31.0,9.1,32.5,1010.0,4,98.42,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Astana,Kazakhstan,51.1811,71.4278,-23.9,76,16.2,0.7,-23.9,1024.0,1,9.55,41.12413126263033,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,43.2,5,22.7,10.4,44.9,1007.0,5,183.52,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
New Delhi,India,28.6,77.2,37.4,16,3.6,5.9,37.4,1008.0,4,114.145,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,33.1,10,29.5,11.2,33.1,1010.0,4,82.325,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,32.3,8,31.0,9.1,32.3,1010.0,4,128.39,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ulaanbaatar,Mongolia,47.9167,106.9167,-19.7,77,3.6,0.8,-19.7,1022.0,4,72.35,77.11599929750615,ED_VERY_DANGEROUS,3,"stat_temperature_celsius, context_high_ed_low_comp, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,37.5,12,13.3,11.4,37.5,1007.0,5,161.135,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,35.3,9,16.6,11.2,35.3,1016.0,5,167.98,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Islamabad,Pakistan,33.7,73.1667,39.1,22,16.6,7.2,39.3,998.0,4,109.89,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ban Lom,Vietnam,21.1333,104.7,37.8,23,9.4,0.8,37.8,1001.0,4,87.69,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Moscow,Russia,55.7522,37.6156,-20.9,70,20.9,0.2,-20.9,1012.0,1,12.75,38.19913278589689,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Helsinki,Finland,60.1756,24.9342,-21.8,76,13.3,0.0,-21.8,1029.0,1,6.15,37.294039845981,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,28.1,9,7.2,9.7,28.1,1017.0,4,128.02,71.79251844046365,ED_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riga,Latvia,56.95,24.1,-23.8,76,12.2,0.0,-23.8,1026.0,1,11.55,40.319817712250064,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,39.7,13,10.1,3.9,39.7,1001.0,4,77.7,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Vilnius,Lithuania,54.6833,25.3167,-23.9,76,6.1,0.1,-23.9,1022.0,1,10.95,37.54976646664683,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Ban Lom,Vietnam,21.1333,104.7,39.3,11,16.6,1.3,39.3,998.0,4,90.465,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kyiv,Ukraine,50.4333,30.5167,-21.3,95,7.9,0.4,-21.3,1024.0,1,14.05,34.74987999866042,ED_MODERATE_SAFE,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Minsk,Belarus,53.9,27.5667,-21.0,84,7.9,0.2,-21.0,1019.0,1,10.85,35.669029003561114,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
New Delhi,India,28.6,77.2,35.0,19,18.7,6.1,35.0,1007.0,4,127.095,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,31.3,63,6.8,2.9,31.3,1000.0,4,121.545,96.18782929399369,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,35.4,42,10.8,1.4,35.4,1000.0,4,140.415,99.8510186160871,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Phnom Penh,Cambodia,11.55,104.9167,37.2,42,15.8,2.0,37.7,1001.0,4,86.58,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Moscow,Russia,55.7522,37.6156,-21.9,76,7.2,0.2,-21.9,1014.0,3,47.95,65.37070737908678,ED_DANGEROUS,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Minsk,Belarus,53.9,27.5667,-22.8,76,10.8,0.3,-22.8,1024.0,2,16.75,49.02991069900775,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,37.4,16,10.8,3.6,37.4,1002.0,4,91.39,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ban Lom,Vietnam,21.1333,104.7,38.9,14,18.4,0.8,38.9,998.0,4,108.965,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,32.0,71,11.5,5.9,35.3,998.0,4,106.375,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Hanoi,Vietnam,21.0333,105.85,36.1,53,13.3,4.0,45.5,1003.0,4,111.925,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,31.7,29,19.1,11.4,31.7,1009.0,4,97.865,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,30.1,8,26.6,11.3,30.1,1011.0,4,99.9,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Djibouti,Djibouti,11.595,43.1481,29.3,66,24.5,12.2,31.7,1013.0,4,79.55,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,40.4,16,31.7,11.4,40.4,1000.0,5,218.3,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Minsk,Belarus,53.9,27.5667,-19.9,84,11.5,0.2,-19.9,1023.0,1,8.65,35.426739248553794,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,43.3,12,12.6,10.1,45.1,1008.0,5,173.53,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,37.5,10,5.0,8.3,37.5,1007.0,4,81.03,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,35.3,12,10.4,5.7,35.3,1011.0,4,114.515,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,32.3,12,16.9,6.7,32.3,1009.0,4,126.725,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,35.0,9,17.6,10.3,35.0,1015.0,5,165.02,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Niamey,Niger,13.5167,2.1167,33.1,6,24.1,5.8,33.1,1010.0,4,109.89,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,39.6,54,24.5,8.5,41.6,1001.0,4,136.9,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Vestmannaeyjar,Iceland,63.365,-20.2075,8.0,100,91.1,0.0,8.0,983.0,1,8.63,5.657500000000001,ED_VERY_SAFE,3,"stat_wind_kph, stat_pressure_mb, ml_isolated_forest",True
Islamabad,Pakistan,33.7,73.1667,38.1,19,11.2,6.8,38.1,997.0,4,82.88,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,34.4,10,11.2,3.5,34.4,1010.0,4,107.67,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,32.1,12,21.2,9.6,32.1,1015.0,4,126.725,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Niamey,Niger,13.5167,2.1167,35.2,8,30.2,5.9,35.2,1010.0,4,93.055,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ottawa,Canada,45.4167,-75.7,-21.8,70,17.6,0.0,-21.8,1020.0,1,3.05,37.675734654073146,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,34.2,39,13.3,1.3,34.2,1000.0,4,101.935,96.63458025992273,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,34.2,12,11.2,5.9,34.2,1011.0,4,113.22,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ouagadougou,Burkina Faso,12.3703,-1.5247,35.1,11,29.9,5.0,35.1,1011.0,4,116.365,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,32.4,8,25.6,10.0,32.4,1014.0,4,136.16,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Helsinki,Finland,60.1756,24.9342,-23.9,83,6.8,0.0,-23.9,1025.0,1,5.35,36.556552903085745,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,37.1,12,13.7,7.5,37.1,1007.0,4,104.895,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,35.2,56,10.4,5.3,38.3,999.0,4,96.57,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Tokyo,Japan,35.6895,139.6917,33.4,56,25.9,0.2,39.2,1006.0,4,88.8,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nan,Thailand,18.7833,100.7833,39.3,23,11.5,2.1,39.3,1004.0,4,91.76,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Vilnius,Lithuania,54.6833,25.3167,-16.6,84,5.4,0.0,-16.6,1041.0,1,6.45,29.036756977460744,ED_MODERATE_SAFE,3,"stat_temperature_celsius, stat_pressure_mb, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,43.2,14,19.8,9.4,44.9,1000.0,5,217.56,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Minsk,Belarus,53.9,27.5667,-19.8,84,7.6,0.1,-19.8,1043.0,1,11.05,34.40794920146861,ED_MODERATE_SAFE,3,"stat_temperature_celsius, stat_pressure_mb, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,36.5,42,14.0,4.5,41.5,1000.0,4,100.085,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Phnom Penh,Cambodia,11.55,104.9167,38.4,42,15.5,1.5,44.0,1004.0,4,83.435,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,33.4,5,28.1,10.7,33.4,1011.0,4,97.31,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,39.2,7,24.1,10.0,39.2,1008.0,6,254.19,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, ml_isolated_forest",True
Astana,Kazakhstan,51.1811,71.4278,-21.6,84,14.0,0.7,-21.6,1024.0,1,6.25,37.32258813489729,ED_CAUTION,3,"stat_temperature_celsius, stat_apparent_temp_c, ml_isolated_forest",True
Doha,Qatar,25.2867,51.5333,30.1,22,31.0,9.4,30.1,1011.0,4,93.055,99.38719704952582,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Muscat,Oman,23.6133,58.5933,33.2,41,24.1,9.5,33.2,1007.0,4,108.41,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuala Lumpur,Malaysia,3.1667,101.7,35.3,47,8.3,2.7,43.3,1007.0,4,85.47,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,29.3,89,17.6,0.4,32.0,1006.0,4,135.235,94.02060063224447,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,33.0,5,27.0,10.5,33.0,1012.0,4,91.39,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,38.2,21,3.6,5.9,38.2,1005.0,4,143.375,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,31.0,7,32.8,10.4,31.0,1013.0,4,107.3,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Doha,Qatar,25.2867,51.5333,41.1,27,3.6,7.4,43.1,1000.0,4,93.055,100.0,ED_VERY_DANGEROUS,3,"stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
